timestamp,open,high,low,close,volume,volCcy,volCcyQuote,confirm
2025-06-30 17:15:00,40.605,40.64,40.323,40.627,261147,26114.7,1058037.4577,1
2025-06-30 17:30:00,40.634,40.71,40.372,40.615,245972,24597.2,998486.1312,1
2025-06-30 17:45:00,40.611,40.704,40.472,40.61,220689,22068.9,896028.2619,1
2025-06-30 18:00:00,40.609,40.692,40.28,40.35,244660,24466.0,990238.2193,1
2025-06-30 18:15:00,40.345,40.457,40.245,40.255,136988,13698.8,552320.5327,1
2025-06-30 18:30:00,40.26,40.297,40.096,40.251,327508,32750.8,1315810.927,1
2025-06-30 18:45:00,40.248,40.271,39.978,40.208,338988,33898.8,1359144.9462,1
2025-06-30 19:00:00,40.208,40.449,40.183,40.447,220475,22047.5,889738.3724,1
2025-06-30 19:15:00,40.447,40.667,40.389,40.562,225791,22579.1,915310.5691,1
2025-06-30 19:30:00,40.561,40.624,40.453,40.46,124145,12414.5,503248.8279,1
2025-06-30 19:45:00,40.459,40.886,40.412,40.828,406751,40675.1,1655599.2071,1
2025-06-30 20:00:00,40.827,40.85,40.443,40.774,199339,19933.9,810292.5698,1
2025-06-30 20:15:00,40.78,41.054,40.78,40.877,348319,34831.9,1425836.9661,1
2025-06-30 20:30:00,40.884,41.014,40.719,40.78,121646,12164.6,496895.0589,1
2025-06-30 20:45:00,40.782,41.01,40.782,40.914,135567,13556.7,554671.9801,1
2025-06-30 21:00:00,40.913,40.928,40.724,40.881,189420,18942.0,773169.9227,1
2025-06-30 21:15:00,40.88,41.182,40.828,40.838,332425,33242.5,1364641.6909,1
2025-06-30 21:30:00,40.838,40.893,40.706,40.758,222103,22210.3,905570.4234,1
2025-06-30 21:45:00,40.764,40.805,40.468,40.599,307742,30774.2,1249255.2655,1
2025-06-30 22:00:00,40.597,40.711,40.19,40.337,543091,54309.1,2193253.4799,1
2025-06-30 22:15:00,40.338,40.493,39.91,40.181,508415,50841.5,2039447.8453,1
2025-06-30 22:30:00,40.181,40.22,40.074,40.095,131503,13150.3,528005.0578,1
2025-06-30 22:45:00,40.099,40.105,39.925,40.045,109605,10960.5,438345.9566,1
2025-06-30 23:00:00,40.046,40.154,39.993,40.066,83311,8331.1,333842.9243,1
2025-06-30 23:15:00,40.064,40.064,39.547,39.64,548719,54871.9,2179049.1778,1
2025-06-30 23:30:00,39.649,39.666,39.392,39.642,422452,42245.2,1669806.9625,1
2025-06-30 23:45:00,39.634,39.639,39.346,39.55,222498,22249.8,878064.1227,1
2025-07-01 00:00:00,39.56,39.662,39.44,39.502,183804,18380.4,726873.372,1
2025-07-01 00:15:00,39.502,39.575,39.32,39.35,193996,19399.6,764973.0137,1
2025-07-01 00:30:00,39.352,39.364,39.056,39.304,589463,58946.3,2313038.4044,1
2025-07-01 00:45:00,39.304,39.383,39.247,39.289,133812,13381.2,525943.6703,1
2025-07-01 01:00:00,39.289,39.533,39.246,39.491,155956,15595.6,614125.0685,1
2025-07-01 01:15:00,39.496,39.801,39.479,39.676,482573,48257.3,1914868.6042,1
2025-07-01 01:30:00,39.675,39.734,39.464,39.508,105956,10595.6,419415.0533,1
2025-07-01 01:45:00,39.512,39.648,39.39,39.428,132452,13245.2,523101.4313,1
2025-07-01 02:00:00,39.431,39.609,39.395,39.487,105168,10516.8,415472.4972,1
2025-07-01 02:15:00,39.486,39.76,39.365,39.699,808297,80829.7,3202160.331,1
2025-07-01 02:30:00,39.696,39.719,39.539,39.554,131697,13169.7,521839.063,1
2025-07-01 02:45:00,39.555,39.596,39.304,39.34,203112,20311.2,800573.8535,1
2025-07-01 03:00:00,39.341,39.413,39.183,39.217,279556,27955.6,1097474.3267,1
2025-07-01 03:15:00,39.218,39.566,39.165,39.538,233592,23359.2,919136.2283,1
2025-07-01 03:30:00,39.537,39.572,39.421,39.532,203387,20338.7,803628.3221,1
2025-07-01 03:45:00,39.528,39.528,39.318,39.469,118414,11841.4,466992.448,1
2025-07-01 04:00:00,39.476,39.487,39.299,39.328,44669,4466.9,175841.9538,1
2025-07-01 04:15:00,39.325,39.404,39.213,39.312,134088,13408.8,527044.5868,1
2025-07-01 04:30:00,39.311,39.383,39.149,39.181,221261,22126.1,868084.3541,1
2025-07-01 04:45:00,39.179,39.208,38.883,39.026,875683,87568.3,3417370.623,1
2025-07-01 05:00:00,39.024,39.176,38.783,38.897,480715,48071.5,1871945.554,1
2025-07-01 05:15:00,38.902,38.999,38.58,38.691,678355,67835.5,2626697.8471,1
2025-07-01 05:30:00,38.704,38.839,38.455,38.649,491342,49134.2,1896079.3768,1
2025-07-01 05:45:00,38.648,38.858,38.478,38.838,295672,29567.2,1144156.7748,1
2025-07-01 06:00:00,38.839,38.865,38.663,38.665,112905,11290.5,437926.8626,1
2025-07-01 06:15:00,38.664,38.849,38.641,38.775,157475,15747.5,610460.4918,1
2025-07-01 06:30:00,38.772,38.865,38.717,38.851,122112,12211.2,473683.8093,1
2025-07-01 06:45:00,38.844,38.863,38.734,38.78,64872,6487.2,251732.0193,1
2025-07-01 07:00:00,38.788,38.924,38.777,38.841,158591,15859.1,616510.5769,1
2025-07-01 07:15:00,38.842,38.905,38.476,38.822,236106,23610.6,912380.099,1
2025-07-01 07:30:00,38.822,38.972,38.786,38.96,280622,28062.2,1091237.6843,1
2025-07-01 07:45:00,38.957,39.137,38.946,38.997,436503,43650.3,1704350.101,1
2025-07-01 08:00:00,38.997,39.011,38.806,39.002,277249,27724.9,1078962.8057,1
2025-07-01 08:15:00,38.999,39.084,38.851,38.864,146345,14634.5,570294.025,1
2025-07-01 08:30:00,38.862,38.889,38.586,38.664,186936,18693.6,723530.6843,1
2025-07-01 08:45:00,38.664,38.855,38.65,38.724,170795,17079.5,661881.9061,1
2025-07-01 09:00:00,38.726,38.802,38.577,38.742,247026,24702.6,955758.0639,1
2025-07-01 09:15:00,38.744,38.933,38.633,38.928,120377,12037.7,466665.4011,1
2025-07-01 09:30:00,38.93,38.969,38.811,38.877,163083,16308.3,634096.2595,1
2025-07-01 09:45:00,38.884,39.131,38.859,39.042,312096,31209.6,1218055.8075,1
2025-07-01 10:00:00,39.049,39.213,38.953,39.184,302645,30264.5,1184671.9773,1
2025-07-01 10:15:00,39.19,39.327,39.065,39.074,339883,33988.3,1333920.0058,1
2025-07-01 10:30:00,39.08,39.171,38.96,38.964,163771,16377.1,639242.1057,1
2025-07-01 10:45:00,38.967,39.287,38.888,39.27,157311,15731.1,614123.4156,1
2025-07-01 11:00:00,39.27,39.432,39.09,39.101,343833,34383.3,1352077.3474,1
2025-07-01 11:15:00,39.102,39.334,39.102,39.222,114140,11414.0,447635.9159,1
2025-07-01 11:30:00,39.225,39.443,39.22,39.404,120680,12068.0,475041.288,1
2025-07-01 11:45:00,39.399,39.438,39.256,39.331,113728,11372.8,447543.9003,1
2025-07-01 12:00:00,39.327,39.496,39.304,39.38,189435,18943.5,746882.7968,1
2025-07-01 12:15:00,39.372,39.384,39.079,39.215,292851,29285.1,1148734.1255,1
2025-07-01 12:30:00,39.213,39.346,39.068,39.191,163809,16380.9,642454.0248,1
2025-07-01 12:45:00,39.191,39.305,39.145,39.177,103017,10301.7,404042.7736,1
2025-07-01 13:00:00,39.18,39.207,38.956,39.009,196979,19697.9,769265.7151,1
2025-07-01 13:15:00,39.011,39.172,38.81,39.168,488311,48831.1,1901852.1384,1
2025-07-01 13:30:00,39.166,39.284,38.717,38.845,410901,41090.1,1602569.5197,1
2025-07-01 13:45:00,38.847,39.158,38.755,39.005,349884,34988.4,1362603.1207,1
2025-07-01 14:00:00,39.01,39.366,38.967,39.359,474196,47419.6,1859882.3729,1
2025-07-01 14:15:00,39.359,39.444,38.827,38.934,910240,91024.0,3551351.0434,1
2025-07-01 14:30:00,38.936,39.102,38.664,38.665,596334,59633.4,2316953.8876,1
2025-07-01 14:45:00,38.665,38.923,38.512,38.89,601865,60186.5,2327730.4508,1
2025-07-01 15:00:00,38.889,38.98,38.6,38.605,290617,29061.7,1127505.7084,1
2025-07-01 15:15:00,38.607,38.938,38.607,38.875,262486,26248.6,1017258.0412,1
2025-07-01 15:30:00,38.87,39.114,38.762,38.814,271501,27150.1,1057181.3516,1
2025-07-01 15:45:00,38.814,39.038,38.813,39.026,189660,18966.0,739089.196,1
2025-07-01 16:00:00,39.028,39.458,38.997,39.433,422085,42208.5,1656474.7227,1
2025-07-01 16:15:00,39.43,39.473,39.057,39.221,349951,34995.1,1374996.7476,1
2025-07-01 16:30:00,39.215,39.215,39.002,39.077,129447,12944.7,506041.6913,1
2025-07-01 16:45:00,39.079,39.127,38.805,38.842,373629,37362.9,1454217.6202,1
2025-07-01 17:00:00,38.843,38.965,38.714,38.856,197197,19719.7,765636.8773,1
2025-07-01 17:15:00,38.856,39.075,38.74,38.766,223017,22301.7,867999.7385,1
2025-07-01 17:30:00,38.766,38.936,38.7,38.839,149561,14956.1,580037.3163,1
2025-07-01 17:45:00,38.839,38.916,38.583,38.682,372527,37252.7,1442604.8701,1
2025-07-01 18:00:00,38.695,38.789,38.495,38.535,388570,38857.0,1499342.5371,1
2025-07-01 18:15:00,38.536,38.539,37.658,37.878,2039511,203951.1,7754940.0833,1
2025-07-01 18:30:00,37.877,38.088,37.628,37.8,540727,54072.7,2045934.1686,1
2025-07-01 18:45:00,37.8,37.87,37.505,37.684,768853,76885.3,2895298.6749,1
2025-07-01 19:00:00,37.68,37.854,37.412,37.511,940260,94026.0,3534860.5038,1
2025-07-01 19:15:00,37.508,37.637,37.204,37.25,980761,98076.1,3663859.3944,1
2025-07-01 19:30:00,37.25,37.421,37.089,37.282,760209,76020.9,2829755.085,1
2025-07-01 19:45:00,37.279,37.332,36.969,37.02,422249,42224.9,1568069.9184,1
2025-07-01 20:00:00,37.02,37.263,36.942,37.008,1088267,108826.7,4032591.7824,1
2025-07-01 20:15:00,37.009,37.516,36.995,37.506,576100,57610.0,2150684.8202,1
2025-07-01 20:30:00,37.509,37.651,37.31,37.428,375318,37531.8,1407764.1947,1
2025-07-01 20:45:00,37.419,37.647,37.419,37.443,242610,24261.0,910580.2572,1
2025-07-01 21:00:00,37.446,37.456,37.194,37.409,172001,17200.1,642149.1477,1
2025-07-01 21:15:00,37.409,37.687,37.222,37.241,335284,33528.4,1256052.4771,1
2025-07-01 21:30:00,37.246,37.304,37.092,37.101,142926,14292.6,531826.2209,1
2025-07-01 21:45:00,37.103,37.302,37.035,37.276,174930,17493.0,650087.1156,1
2025-07-01 22:00:00,37.268,37.355,37.07,37.317,214631,21463.1,799369.5055,1
2025-07-01 22:15:00,37.313,37.391,37.274,37.347,86293,8629.3,322294.3351,1
2025-07-01 22:30:00,37.344,37.476,37.24,37.44,128541,12854.1,480665.6368,1
2025-07-01 22:45:00,37.437,37.439,37.099,37.145,201728,20172.8,751427.7755,1
2025-07-01 23:00:00,37.148,37.159,36.863,36.967,606903,60690.3,2245300.7385,1
2025-07-01 23:15:00,36.967,37.139,36.96,37.042,151728,15172.8,562558.6438,1
2025-07-01 23:30:00,37.043,37.054,36.844,36.938,193688,19368.8,715133.6882,1
2025-07-01 23:45:00,36.945,37.005,36.892,36.913,105472,10547.2,389790.4423,1
2025-07-02 00:00:00,36.913,37.049,36.832,37.038,347665,34766.5,1284645.4216,1
2025-07-02 00:15:00,37.04,37.117,36.994,37.064,236915,23691.5,877965.3792,1
2025-07-02 00:30:00,37.063,37.232,37.051,37.231,160096,16009.6,594751.3869,1
2025-07-02 00:45:00,37.233,37.239,36.883,37.128,334779,33477.9,1239911.3492,1
2025-07-02 01:00:00,37.129,37.21,37.081,37.146,146522,14652.2,544408.0647,1
2025-07-02 01:15:00,37.15,37.165,36.852,37.11,380892,38089.2,1409365.7103,1
2025-07-02 01:30:00,37.109,37.204,36.86,37.196,237842,23784.2,881378.2074,1
2025-07-02 01:45:00,37.187,37.249,37.059,37.155,173187,17318.7,643402.9177,1
2025-07-02 02:00:00,37.156,37.273,37.005,37.025,99015,9901.5,367514.8899,1
2025-07-02 02:15:00,37.022,37.1,36.918,37.094,111057,11105.7,410713.1149,1
2025-07-02 02:30:00,37.094,37.094,36.967,37.074,67789,6778.9,251065.347,1
2025-07-02 02:45:00,37.068,37.199,37.022,37.18,128067,12806.7,475774.7755,1
2025-07-02 03:00:00,37.181,37.464,37.146,37.384,527780,52778.0,1971251.1308,1
2025-07-02 03:15:00,37.383,37.658,37.367,37.613,939943,93994.3,3530415.4198,1
2025-07-02 03:30:00,37.609,37.61,37.426,37.506,298801,29880.1,1121008.3111,1
2025-07-02 03:45:00,37.507,37.62,37.342,37.43,266460,26646.0,999176.706,1
2025-07-02 04:00:00,37.429,37.488,37.25,37.34,188615,18861.5,704434.986,1
2025-07-02 04:15:00,37.338,37.479,37.243,37.45,89623,8962.3,334611.772,1
2025-07-02 04:30:00,37.45,37.636,37.411,37.618,137648,13764.8,516841.402,1
2025-07-02 04:45:00,37.617,37.77,37.537,37.77,240073,24007.3,904191.5636,1
2025-07-02 05:00:00,37.769,37.783,37.54,37.613,185798,18579.8,699587.729,1
2025-07-02 05:15:00,37.612,37.882,37.612,37.812,394548,39454.8,1491680.6846,1
2025-07-02 05:30:00,37.811,37.99,37.766,37.777,329497,32949.7,1248242.0564,1
2025-07-02 05:45:00,37.777,37.874,37.743,37.835,124049,12404.9,469100.8737,1
2025-07-02 06:00:00,37.84,38.068,37.749,38.038,229918,22991.8,873023.3271,1
2025-07-02 06:15:00,38.032,38.069,37.63,37.75,327422,32742.2,1238647.0091,1
2025-07-02 06:30:00,37.75,37.89,37.75,37.849,207868,20786.8,786166.9304,1
2025-07-02 06:45:00,37.848,38.026,37.821,38.02,169379,16937.9,642670.0122,1
2025-07-02 07:00:00,38.013,38.048,37.819,37.824,222229,22222.9,843099.2993,1
2025-07-02 07:15:00,37.829,37.957,37.681,37.923,200929,20092.9,759305.4456,1
2025-07-02 07:30:00,37.924,38.219,37.902,38.17,430185,43018.5,1639018.43,1
2025-07-02 07:45:00,38.17,38.224,38.076,38.076,178266,17826.6,680363.1831,1
2025-07-02 08:00:00,38.083,38.414,38.083,38.313,566497,56649.7,2169396.792,1
2025-07-02 08:15:00,38.312,38.417,38.261,38.324,223831,22383.1,858469.9049,1
2025-07-02 08:30:00,38.325,38.473,38.307,38.335,287873,28787.3,1105258.6292,1
2025-07-02 08:45:00,38.337,38.512,38.202,38.495,252397,25239.7,968198.4676,1
2025-07-02 09:00:00,38.496,38.527,38.306,38.39,266197,26619.7,1022646.9406,1
2025-07-02 09:15:00,38.393,38.484,38.315,38.368,178082,17808.2,683849.8154,1
2025-07-02 09:30:00,38.368,38.621,38.338,38.582,187180,18718.0,720687.8764,1
2025-07-02 09:45:00,38.586,38.605,38.467,38.533,158026,15802.6,609349.7889,1
2025-07-02 10:00:00,38.528,38.587,38.463,38.521,116402,11640.2,448338.9322,1
2025-07-02 10:15:00,38.516,38.552,38.463,38.534,166313,16631.3,640447.9727,1
2025-07-02 10:30:00,38.535,38.81,38.531,38.809,335080,33508.0,1297292.7417,1
2025-07-02 10:45:00,38.808,38.877,38.76,38.877,165131,16513.1,641007.63,1
2025-07-02 11:00:00,38.878,38.88,38.72,38.836,243320,24332.0,944668.931,1
2025-07-02 11:15:00,38.837,38.847,38.595,38.623,346837,34683.7,1342484.3135,1
2025-07-02 11:30:00,38.624,38.663,38.481,38.586,354424,35442.4,1366727.6124,1
2025-07-02 11:45:00,38.586,38.595,38.156,38.265,730553,73055.3,2799268.4474,1
2025-07-02 12:00:00,38.261,38.331,38.168,38.253,191107,19110.7,730854.4702,1
2025-07-02 12:15:00,38.254,38.258,37.931,37.987,442904,44290.4,1685429.4527,1
2025-07-02 12:30:00,37.987,38.083,37.829,37.917,350979,35097.9,1332208.6567,1
2025-07-02 12:45:00,37.912,38.191,37.901,38.179,209881,20988.1,798882.6135,1
2025-07-02 13:00:00,38.179,38.359,38.11,38.346,191324,19132.4,731977.0129,1
2025-07-02 13:15:00,38.345,38.345,38.139,38.266,105939,10593.9,405049.2877,1
2025-07-02 13:30:00,38.265,38.38,38.113,38.357,320054,32005.4,1222729.9002,1
2025-07-02 13:45:00,38.356,38.513,38.22,38.376,210433,21043.3,807453.0149,1
2025-07-02 14:00:00,38.373,38.658,38.346,38.637,341088,34108.8,1314995.3493,1
2025-07-02 14:15:00,38.637,38.715,38.402,38.628,460495,46049.5,1777141.1023,1
2025-07-02 14:30:00,38.643,38.74,38.402,38.423,643944,64394.4,2485526.1348,1
2025-07-02 14:45:00,38.418,38.758,38.418,38.75,282075,28207.5,1089451.264,1
2025-07-02 15:00:00,38.754,38.986,38.68,38.87,1160263,116026.3,4509409.1799,1
2025-07-02 15:15:00,38.87,38.956,38.685,38.805,360878,36087.8,1401320.326,1
2025-07-02 15:30:00,38.806,38.916,38.646,38.888,353458,35345.8,1371253.5515,1
2025-07-02 15:45:00,38.888,38.981,38.842,38.887,380508,38050.8,1480082.6785,1
2025-07-02 16:00:00,38.886,39.364,38.8,39.204,846583,84658.3,3311520.1867,1
2025-07-02 16:15:00,39.207,39.354,38.85,39.029,631665,63166.5,2471327.7273,1
2025-07-02 16:30:00,39.028,39.398,38.844,39.386,624316,62431.6,2441965.8592,1
2025-07-02 16:45:00,39.381,39.716,39.3,39.64,854722,85472.2,3378030.5476,1
2025-07-02 17:00:00,39.639,39.729,39.286,39.314,532175,53217.5,2100967.4785,1
2025-07-02 17:15:00,39.312,39.675,39.3,39.37,319137,31913.7,1258889.4287,1
2025-07-02 17:30:00,39.373,39.374,38.743,39.016,923092,92309.2,3600463.34,1
2025-07-02 17:45:00,39.013,39.02,38.537,38.866,787911,78791.1,3053123.2191,1
2025-07-02 18:00:00,38.864,38.946,38.696,38.835,313385,31338.5,1216343.8783,1
2025-07-02 18:15:00,38.836,39.043,38.804,38.995,192518,19251.8,749908.4958,1
2025-07-02 18:30:00,38.996,39.053,38.866,39.013,142573,14257.3,555635.8381,1
2025-07-02 18:45:00,39.028,39.178,39.015,39.154,222027,22202.7,867782.4965,1
2025-07-02 19:00:00,39.148,39.154,38.865,39.069,207013,20701.3,807244.8716,1
2025-07-02 19:15:00,39.066,39.243,39.021,39.208,250719,25071.9,981311.4124,1
2025-07-02 19:30:00,39.202,39.251,39.068,39.168,95827,9582.7,375337.3001,1
2025-07-02 19:45:00,39.17,39.394,39.103,39.369,241686,24168.6,947885.134,1
2025-07-02 20:00:00,39.362,39.63,39.255,39.486,480006,48000.6,1894617.1536,1
2025-07-02 20:15:00,39.49,39.637,39.301,39.607,574446,57444.6,2265680.946,1
2025-07-02 20:30:00,39.613,39.641,39.4,39.4,212199,21219.9,839202.2617,1
2025-07-02 20:45:00,39.404,39.541,39.353,39.444,142497,14249.7,562123.5437,1
2025-07-02 21:00:00,39.448,40.008,39.448,39.976,560600,56060.0,2231429.4954,1
2025-07-02 21:15:00,39.984,40.17,39.763,39.82,410624,41062.4,1640881.4295,1
2025-07-02 21:30:00,39.816,40.023,39.707,39.845,183212,18321.2,729746.2442,1
2025-07-02 21:45:00,39.844,40.069,39.808,40.06,327685,32768.5,1308779.6692,1
2025-07-02 22:00:00,40.06,40.114,39.756,40.032,223618,22361.8,892383.7266,1
2025-07-02 22:15:00,40.032,40.185,39.918,40.124,201040,20104.0,805613.3821,1
2025-07-02 22:30:00,40.125,40.248,39.959,40.021,257240,25724.0,1032466.9772,1
2025-07-02 22:45:00,40.024,40.279,39.912,40.217,166589,16658.9,668445.8382,1
2025-07-02 23:00:00,40.218,40.359,40.114,40.335,226072,22607.2,910401.4777,1
2025-07-02 23:15:00,40.334,40.342,40.106,40.161,270024,27002.4,1085511.1951,1
2025-07-02 23:30:00,40.168,40.195,39.933,39.962,182975,18297.5,733215.1168,1
2025-07-02 23:45:00,39.964,40.14,39.853,39.853,230327,23032.7,920587.8602,1
2025-07-03 00:00:00,39.864,40.114,39.79,39.806,256299,25629.9,1023342.2675,1
2025-07-03 00:15:00,39.808,39.915,39.671,39.913,209339,20933.9,832741.7758,1
2025-07-03 00:30:00,39.913,40.115,39.728,40.105,247265,24726.5,986871.3505,1
2025-07-03 00:45:00,40.108,40.182,40.06,40.182,155071,15507.1,622208.4495,1
2025-07-03 01:00:00,40.182,40.183,39.913,39.988,134499,13449.9,538338.9226,1
2025-07-03 01:15:00,39.987,40.348,39.978,40.284,149851,14985.1,602936.0884,1
2025-07-03 01:30:00,40.281,40.3,40.174,40.256,149275,14927.5,600762.3825,1
2025-07-03 01:45:00,40.255,40.332,40.209,40.226,107290,10729.0,432206.6258,1
2025-07-03 02:00:00,40.223,40.248,40.065,40.084,136182,13618.2,546473.5628,1
2025-07-03 02:15:00,40.082,40.112,39.8,39.856,250937,25093.7,1001122.0204,1
2025-07-03 02:30:00,39.855,39.927,39.652,39.664,241569,24156.9,960965.3659,1
2025-07-03 02:45:00,39.666,39.957,39.664,39.922,235698,23569.8,937121.8923,1
2025-07-03 03:00:00,39.924,40.026,39.92,39.976,74765,7476.5,298871.6137,1
2025-07-03 03:15:00,39.977,40.241,39.881,40.086,150564,15056.4,603745.167,1
2025-07-03 03:30:00,40.09,40.22,40.001,40.063,164832,16483.2,660869.5729,1
2025-07-03 03:45:00,40.063,40.063,39.764,39.815,173790,17379.0,693018.4774,1
2025-07-03 04:00:00,39.822,39.939,39.754,39.891,113754,11375.4,453242.0375,1
2025-07-03 04:15:00,39.892,39.985,39.808,39.854,99871,9987.1,398258.1128,1
2025-07-03 04:30:00,39.853,39.979,39.78,39.792,130359,13035.9,519936.8425,1
2025-07-03 04:45:00,39.793,39.957,39.688,39.755,218846,21884.6,871762.9949,1
2025-07-03 05:00:00,39.756,40.033,39.748,39.846,311186,31118.6,1241644.1509,1
2025-07-03 05:15:00,39.847,39.976,39.759,39.9,179705,17970.5,716461.9776,1
2025-07-03 05:30:00,39.904,40.317,39.904,40.265,321864,32186.4,1293017.7675,1
2025-07-03 05:45:00,40.28,40.373,40.26,40.272,188245,18824.5,758951.7395,1
2025-07-03 06:00:00,40.272,40.334,40.063,40.121,268254,26825.4,1077073.7446,1
2025-07-03 06:15:00,40.12,40.291,40.112,40.24,134215,13421.5,539726.362,1
2025-07-03 06:30:00,40.24,40.365,40.2,40.358,104563,10456.3,421331.4803,1
2025-07-03 06:45:00,40.36,40.441,40.274,40.298,277230,27723.0,1118754.7249,1
2025-07-03 07:00:00,40.297,40.544,40.195,40.425,240714,24071.4,972668.6673,1
2025-07-03 07:15:00,40.43,40.721,40.404,40.642,280118,28011.8,1136134.1896,1
2025-07-03 07:30:00,40.645,40.73,40.48,40.526,212977,21297.7,864582.6175,1
2025-07-03 07:45:00,40.526,40.77,40.503,40.751,125929,12592.9,512340.0711,1
2025-07-03 08:00:00,40.751,40.877,40.695,40.852,207221,20722.1,845512.8081,1
2025-07-03 08:15:00,40.851,40.854,40.628,40.78,117403,11740.3,478366.3603,1
2025-07-03 08:30:00,40.78,40.872,40.661,40.848,102420,10242.0,417543.1293,1
2025-07-03 08:45:00,40.847,40.887,40.515,40.582,335451,33545.1,1364372.9139,1
2025-07-03 09:00:00,40.584,40.712,40.452,40.656,178984,17898.4,725855.8696,1
2025-07-03 09:15:00,40.663,40.838,40.587,40.827,164222,16422.2,668792.5172,1
2025-07-03 09:30:00,40.824,40.999,40.672,40.974,308520,30852.0,1261336.5087,1
2025-07-03 09:45:00,40.977,40.986,40.702,40.948,292692,29269.2,1195992.473,1
2025-07-03 10:00:00,40.947,40.976,40.727,40.81,180913,18091.3,738498.2133,1
2025-07-03 10:15:00,40.807,40.807,40.537,40.664,252436,25243.6,1025900.349,1
2025-07-03 10:30:00,40.659,40.709,40.497,40.55,129048,12904.8,523633.5521,1
2025-07-03 10:45:00,40.55,40.632,40.387,40.603,274652,27465.2,1111800.6345,1
2025-07-03 11:00:00,40.599,40.622,40.418,40.521,138640,13864.0,561798.49,1
2025-07-03 11:15:00,40.522,40.633,40.504,40.506,167101,16710.1,677904.1727,1
2025-07-03 11:30:00,40.506,40.75,40.459,40.698,430912,43091.2,1752166.5008,1
2025-07-03 11:45:00,40.696,40.716,40.293,40.344,271091,27109.1,1097164.5162,1
2025-07-03 12:00:00,40.353,40.748,40.32,40.691,225512,22551.2,915220.6698,1
2025-07-03 12:15:00,40.689,40.833,40.638,40.822,249855,24985.5,1018274.8857,1
2025-07-03 12:30:00,40.824,40.929,39.848,40.066,1484708,148470.8,5985490.4064,1
2025-07-03 12:45:00,40.065,40.321,39.833,40.286,713079,71307.9,2856540.7405,1
2025-07-03 13:00:00,40.276,40.382,40.172,40.335,207547,20754.7,836335.4879,1
2025-07-03 13:15:00,40.333,40.411,40.096,40.131,201077,20107.7,809358.4696,1
2025-07-03 13:30:00,40.132,40.762,40.132,40.706,677811,67781.1,2748008.9707,1
