timestamp,oi_contracts,openInterest,oi_usd
2025-11-10 01:25:00,10082488,1008248.8,42459373.4656
2025-11-10 01:30:00,10095384,1009538.4,42409698.6456
2025-11-10 01:35:00,10110301,1011030.1,42390470.0328
2025-11-10 01:40:00,10123094,1012309.4,42274040.544
2025-11-10 01:45:00,10135540,1013554.0,42461831.276
2025-11-10 01:50:00,10125225,1012522.5,42565433.3775
2025-11-10 01:55:00,10144276,1014427.6,42577555.2272
2025-11-10 02:00:00,10147824,1014782.4,42719294.6928
2025-11-10 02:05:00,10138190,1013819.0,42634130.407
2025-11-10 02:10:00,10129021,1012902.1,42858926.5573
2025-11-10 02:15:00,10117677,1011767.7,42798785.4777
2025-11-10 02:20:00,10089227,1008922.7,42599743.1621
2025-11-10 02:25:00,10077781,1007778.1,42638083.6329
2025-11-10 02:30:00,10078940,1007894.0,42528087.33
2025-11-10 02:35:00,10071110,1007111.0,42579645.969
2025-11-10 02:40:00,10081410,1008141.0,42523387.38
2025-11-10 02:45:00,10071893,1007189.3,42406698.2872
2025-11-10 02:50:00,10074064,1007406.4,42625379.5968
2025-11-10 02:55:00,10095742,1009574.2,42792821.6154
2025-11-10 03:00:00,10076715,1007671.5,42957036.045
2025-11-10 03:05:00,10061284,1006128.4,43007964.5864
2025-11-10 03:10:00,10093082,1009308.2,43238763.288
2025-11-10 03:15:00,10102796,1010279.6,43113681.93
2025-11-10 03:20:00,10099626,1009962.6,43112273.5062
2025-11-10 03:25:00,10106911,1010691.1,43036237.7291
2025-11-10 03:30:00,10122785,1012278.5,43192911.3165
2025-11-10 03:35:00,10133392,1013339.2,43187503.3648
2025-11-10 03:40:00,10134199,1013419.9,43180808.5191
2025-11-10 03:45:00,10136200,1013620.0,43221770.42
2025-11-10 03:50:00,10124147,1012414.7,43189611.102
2025-11-10 03:55:00,10131865,1013186.5,43317775.621
2025-11-10 04:00:00,10137732,1013773.2,43300280.9184
